BH000001|lhhb|A|USED BOX HATCHING EGGS|BH|USED BOX HATCHING EGGS|W|KG|1.0|425.0|01-50220|O||
P0082|OFF|A|PACKING GAUGE SC 45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
P0083-18|OFF|A|PON LOBANG 1/8 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
P0083-38|OFF|A|PON LOBANG 3/8 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
P0083-53|OFF|A|PON LOBANG 5/32 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
P0084-38|OFF|A|PON LOBANG 3/8 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
P0085-1|OFF|A|PO CF 9 1/2X11:2-3PLY/WPB|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
P0085-2|OFF|A|PO CF 9 1/2X11:2-4PLY/PBG|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
P0085-3|OFF|A|INVOICE CF 91/2X11:2-5PLY|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
P0085-4|OFF|A|DO CF 91/2X11-4PLY|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
P0085-5|OFF|A|PO CF 91/2 : 2 - 5 PLY WP|OT1|OTHER|Q|BOX|1.0|0.0|01-50101|O|0|
P0086|OFF|A|PEMBUKA ANAK HEKTAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
P014CR3|OFF|A|POMPA GRUNFOS CR3 220V|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
P033-CS|OFF|A|PISTON SHARK|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P033-S41|OFF|A|PISTON GW RING SOLO 410|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
PS033-45|OFF|A|PISTON SC 45|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
Q0001|OFF|A|QUICK CUPPLING|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
Q0002|OFF|A|QUIDE CONNECTOR 2.5 MM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0001|OFF|A|RACUN API|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0001-5|OFF|A|RACUN API  5 KG ABC|OT1|OTHER|Q|TBG|1.0|0.0|01-50101|O|0|
R0002|OFF|A|RELAY 220 V + SOKET|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0002-RH|OFF|A|RELAY RH3B-V/240 VAC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0003|OFF|A|RAK FILE|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0003-50|OFF|A|RAK KARTU ABSENSI 50 LBR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0004|OFF|A|RABUNG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005|OFF|A|RSOK 1 X 1 1/2 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-11|OFF|A|RSOK 1 X 1 1/4|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-12|OFF|A|RSOK 1 X 1/2 PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-13|OFF|A|RSOK PVC 1 X 3/4|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-14|OFF|A|RSOK 1/4 X 1/2|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-15|OFF|A|RSOK 1.5 X 1 1/4"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-21|OFF|A|RSOK 2X1 PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-22|OFF|A|ROSOK PVC 2 X  1 1/4 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-24|OFF|A|RSOK  PVC 2 X 1 1/4 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-31|OFF|A|RSOK 3/4-1 1/4 PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0005-S|OFF|A|R  SOK 1 1/4"-1"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006|OFF|A|REFILL PENSIL PILOT 2B|OT1|OTHER|Q|KOTA|1.0|0.0|01-50101|O|0|
R0006-05|OFF|A|REFILL BC-05 COLOR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-21|OFF|A|REFILL EPSON LQ-2180|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-77|OFF|A|REFILL EPSON 7755L|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-BC|OFF|A|REFILL BC-03|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-EP|OFF|A|REFILL EPSON LQ-2170|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0006-FM|OFF|A|REFILL FULLMARK|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-I|OFF|A|REFILL TINTA CANON 1000 B|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-L3|OFF|A|REFILL EPSON LX-300|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-LQ|OFF|A|REFILL EPSON LQ-1170|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0006-PR|OFF|A|REFILL PRINT-RITE LQ 2170|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0007|OFF|A|ROL 30 CM|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0008|OFF|A|RING PISTON|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0008-12|OFF|A|RING PER 12 ML|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0008-C|OFF|A|RING COMPRESOR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0008-CS|OFF|A|RING PISTON SHARK|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0008-PL|OFF|A|RING PLAT 5 MM @100 BH|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
R0009|OFF|A|REGULATOR MERK NOVA|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0009-30|OFF|A|REGULATOR YL30|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0010|OFF|A|RODA KERETA SORONG ARCO|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0010-10|OFF|A|RODA KERETA SORONG 10 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0010-6|OFF|A|RODA KEREA  6 INC LENGKAP|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0010-B4|OFF|A|RODA BESI 4 INC + AS 16 M|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0011|OFF|A|RAM STAINLESS IGM|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0011-12|OFF|A|RAM PC-133 128 MB|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0011-25|OFF|A|RAM PC-133  256 MB|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0011-2V|OFF|A|RAM 256 MB VISIPRO|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0012|OFF|A|RANTAI GANTUNG PAKAN|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0012-3|OFF|A|RANTAI GANTUNGAN PAKAN @|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0013|OFF|A|RUMAH KATUP TMAO|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0014|OFF|A|RIBBON EPSON 2Q 2170|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0015|OFF|A|R TEE 1 1/4-3/4|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0015-14|OFF|A|RSOK BESI 1 1/4X1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0016|OFF|A|RAIL ALUMINIUM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0017|OFF|A|ROLER UPPER M. FOTOCOPY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0018|OFF|A|ROLLER OIL M. FOTOCOPY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0019|OFF|A|RAK PIRING|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0020|OFF|A|REIL MCB|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0020-N|OFF|A|REGULATOR NOVA+ NEPLE|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0021|OFF|A|REPAICE FORM 1F NCR R4|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
R0021-L|OFF|A|REGULATOR LPG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0022|OFF|A|RICE COOKER  MASPION|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
R0022-20|OFF|A|RELAY OMROM 2000 220V|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0022-O|OFF|A|RELAY OMRON MK2P 220V|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0022-O2|OFF|A|RELAY MK2P 24V DC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0023|OFF|A|RING TENDA @ 100 BH|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
R0024|OFF|A|RIUL 60 CM X 1 M|OT1|OTHER|Q|H|1.0|0.0|01-50101|O|0|
R0024-75|OFF|A|RODA AS COMPLIT KAP. 750|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0025-12|OFF|A|RSOK BESI 1 X 1/2|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0025-SC|OFF|A|REGULATOR SUNCIN 45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0026|OFF|A|RAUTAN PENSIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0026-5|OFF|A|RANTAI NO.5 @ 3 M|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0027|OFF|A|RESIN|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
R0027 -2|OFF|A|REDUSER 2 X 2 1/2 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0027-21|OFF|A|REDUSER BESI 2 X 1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0028|OFF|A|REIL MCB 1M|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0029|OFF|A|RUMAH PIANO S1110 GT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0030|OFF|A|RANTAI BESI 8 MM|OT1|OTHER|Q|MTR|1.0|0.0|01-50101|O|0|
R0031|OFF|A|RPM TESTER (2500 RPM)|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0031-1|OFF|A|RACUN TIKUS RATIK 30GR|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
R0031-2|OFF|A|RACUN TIKUS KLERAT|OT1|OTHER|Q|PACK|1.0|0.0|01-50101|O|0|
R0032|OFF|A|REGULATOR + SELANG GAS|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
R0033-12|OFF|A|REDUSER BESI 1/2 X 1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R0034|OFF|A|RUMAH IMPELER POMPA|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
R006-A93|OFF|A|REFILL FAX A 93 PANASONIC|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R006-L+3|OFF|A|REFILL EPSON LQ 300|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R008-12|OFF|A|RING PLAT 12 ML|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R008-P12|OFF|A|RING PER 12 ML|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0001|OFF|A|STABILLO|OT1|OTHER|Q|BH|1.0|4500.0|01-50101|O|0|
S0002|OFF|A|SEPATU BOOT|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
S0002-AP|OFF|A|SEPATU BOT AP|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
S0002-P|OFF|A|SEPATU BOT YUMAIDA PENDEK|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
S0002-S|OFF|A|SEPATU BOOT TEKNIK|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
S0002-SY|OFF|A|SEPATU BOOT YUMAIDA|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
S0002-YP|OFF|A|SEPATU BOT YUMAIDA TINGGI|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
S0003|OFF|A|SENTER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0003-2|OFF|A|SENTER 2 BATTERY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0003-3|OFF|A|SENTER 3 BATTERY|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0004|OFF|A|SEMEN|OT1|OTHER|Q|ZAK|1.0|0.0|01-50101|O|0|
S0004-1|OFF|A|SEMEN 1 KG|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0004-40|OFF|A|SEMEN 40 KG|OT1|OTHER|Q|ZAK|1.0|0.0|01-50101|O|0|
S0004-4A|OFF|A|SEMEN @ 40 KG ANDALAS|OT1|OTHER|Q|ZAK|1.0|0.0|01-50101|O|0|
S0004-50|OFF|A|SEMEN @50 KG|OT1|OTHER|Q|SAK|1.0|0.0|01-50101|O|0|
S00051|OFF|A|SOKET 1 1/4 INC|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0005-K2|OFF|A|ENGSEL KUPU-KUPU 2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0005-PM|OFF|A|SPIDOL PERMANEN|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0005-WB|OFF|A|SPIDOL WB|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006|OFF|A|SOKET PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-01|OFF|A|SOKET 1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-02|OFF|A|SOKET PVC 2INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-11|OFF|A|SOKET PVC 1 1/2 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-12|OFF|A|SOKET 1/2" PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-14|OFF|A|SOKET 1 1/4 INC PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-21|OFF|A|SOKET 2 X 1 PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-22|OFF|A|SOKET 2 X 2.5 PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-25|OFF|A|SOKET 2 X 1 1/2 PVC|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0006-34|OFF|A|SOKET 3/4 PVC|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0006-5"|OFF|A|SOKET PVC 5"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-54|OFF|A|SOKET 1 1/4 X 1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0006-55|OFF|A|SOKET 1/2 X 1 1/4 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0007|OFF|A|SELOTIP / SELASIBAN|OT1|OTHER|Q|GULU|1.0|0.0|01-50101|O|0|
S0008|OFF|A|SENDOK PAKAN|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0009|OFF|A|STICKER KOTAK KAYU|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
S0010|OFF|A|SELANG ANGIN|OT1|OTHER|Q|M|1.0|0.0|01-50101|O|0|
S0011|OFF|A|SELANG KUNING @ 100M|OT1|OTHER|Q|ROLL|1.0|0.0|01-50101|O|0|
S0011-00|OFF|A|SELANG ISAP YL 28|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0011-01|OFF|A|SELANG ISAP|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0011-02|OFF|A|SELANG KELUAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0011-1B|OFF|A|SELANG AIR BIASA 1 INC|OT1|OTHER|Q|MTR|1.0|0.0|01-50101|O|0|
S0011-33|OFF|A|SELANG KUNING 33 MTR+NEPE|OT1|OTHER|Q|ROL|1.0|0.0|01-50101|O|0|
S0011-34|OFF|A|SELANG AIR ABC 3/4|OT1|OTHER|Q|MTR|1.0|0.0|01-50101|O|0|
S0011-45|OFF|A|SELANG HISAP SUNCIN SC45|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0011-KR|OFF|A|SELANG KARET TMAO|OT1|OTHER|Q|METE|1.0|0.0|01-50101|O|0|
S0012|OFF|A|FORM SO (SRT ORDER KENDAR|OT1|OTHER|Q|BLK|1.0|0.0|01-50101|O|0|
S0014|OFF|A|SABUN SUNLIGHT (CUCI PIRI|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0015|OFF|A|SENTER KECIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0016|OFF|A|SAKLAR ENGSEL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0016-E|OFF|A|SAKLAR ENGKOL BROCO IB|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0016-EN|OFF|A|SAKLAR ENKOL NAT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0016-HT|OFF|A|SAKLAR HITAM|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0017|OFF|A|SERBET|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
S0018|OFF|A|SENTER CHARGER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0018-C|OFF|A|SENTER CHAGER CMOX HS6V|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0019-20|OFF|A|STARTER LAMPU TL 20 WATT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0019-40|OFF|A|STARTER LAMPU TL 40 WATT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0019-48|OFF|A|STARTER 4-80W|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0020-Z|OFF|A|SERBUK/ATAL|OT1|OTHER|Q|GONI|1.0|0.0|01-50101|O|0|
S0021|OFF|A|STIP STADLER KECIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0022|OFF|A|SENG|OT1|OTHER|Q|KP|1.0|0.0|01-50101|O|0|
S0022-06|OFF|A|SENG 6 KAKI|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
S0022-08|OFF|A|SENG 8 KAKI|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
S0022-7|OFF|A|SENG 7 KAKI|OT1|OTHER|Q|KP|1.0|0.0|01-50101|O|0|
S0022-RB|OFF|A|SENG RABUNG|OT1|OTHER|Q|KP|1.0|0.0|01-50101|O|0|
S0023|OFF|A|SOKDRAT|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0023-05|OFF|A|SOKDRAT DALAM PVC 1/2 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0023-2|OFF|A|SOKDRAT DALAM 2 INC PVC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0023-34|OFF|A|SOKDRAT DALAM 3/4|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0023-D|OFF|A|SOKDRAT DALAM 1 INC|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0024|OFF|A|SEKAT FILE|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
S0025|OFF|A|SABUN CREAM|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0025-35|OFF|A|SABUN CREAM 350 GR|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0025-5|OFF|A|SABUN CREAM 500 GR|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0025-M|OFF|A|SABUN CAIR MAMA LEMON 800|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0025-ML|OFF|A|SABUN CUCI MAMA LEMON 900|OT1|OTHER|Q|BTL|1.0|0.0|01-50101|O|0|
S0025-P|OFF|A|SABUN PORSTEX 1 L|OT1|OTHER|Q|BTL|1.0|0.0|01-50101|O|0|
S0025-R|OFF|A|SABUN RINSO|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0025-S|OFF|A|SABUN SUNLIGHT|OT1|OTHER|Q|BKS|1.0|0.0|01-50101|O|0|
S0026|OFF|A|SOK SAMBUNG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0026-1|OFF|A|SOK SAMBUNG 1 1/2->1"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0026-2|OFF|A|SOK SAMBUNG 2" ->1 1/4"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0026-3|OFF|A|SOK SAMBUNG 1/2 X 3/4|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0026-K3|OFF|A|SOK KRAN 3/8 X 1/4|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0026-M|OFF|A|SOK METAL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0026-N|OFF|A|SOK SAMBUNG NOVA|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0027|OFF|A|SOLDER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0027-3|OFF|A|SOLDER 30 W|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0028|OFF|A|SOKDRAT LUAR 1 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0028-1|OFF|A|SOKDRAT DALAM 1 1/4|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0028-2|OFF|A|SOKDRAT LUAR 2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0028-22|OFF|A|SOKDRAT LUAR 1 1/2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0028-25|OFF|A|SOKDRAT LUAR 2.5 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0028-3|OFF|A|SOKDRAT LIAR 1 1/2"|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0028-34|OFF|A|SOKDRAT LUAR 3/4|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0028-54|OFF|A|SOKDRAT LUAR 1 1/4 INC|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0029|OFF|A|SEAL TAPE|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0029-12|OFF|A|SEAL TAPE @12 BH|OT1|OTHER|Q|KTK|1.0|0.0|01-50101|O|0|
S0029-B|OFF|A|SEAL BESAR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0029-K|OFF|A|SEAL KECIL|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0029-P|OFF|A|SEAL PAKING YL 22|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0029-SK|OFF|A|SEAL KACA|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0030|OFF|A|SELANG KOMPRESOR|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0030-1|OFF|A|SELANG COMPRESOR MTR|OT1|OTHER|Q|MTR|1.0|0.0|01-50101|O|0|
S0030-50|OFF|A|SELANG COMPRESOR 50 MTR|OT1|OTHER|Q|ROL|1.0|0.0|01-50101|O|0|
S0031|OFF|A|SPRING FILE|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0031-01|OFF|A|SPRING FILE 312|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0032|OFF|A|SERTU ( BATU DAN KERIKIL|OT1|OTHER|Q|DT|1.0|0.0|01-50101|O|0|
S0032-A|OFF|A|SERTU AIR|OT1|OTHER|Q|DT|1.0|0.0|01-50101|O|0|
S0032-AB|OFF|A|SERTU COR AIR|OT1|OTHER|Q|M3|1.0|0.0|01-50101|O|0|
S0032-D|OFF|A|SERTU DARAT|OT1|OTHER|Q|DT|1.0|0.0|01-50101|O|0|
S0033|OFF|A|SCREEN FILTER|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0034|OFF|A|SUBMERSIBLE PUMP MERK ESP|OT1|OTHER|Q|UIT|1.0|0.0|01-50101|O|0|
S0034-GR|OFF|A|SUBMERSIBLE PUMP MERK GRO|OT1|OTHER|Q|UNIT|1.0|0.0|01-50101|O|0|
S0035|OFF|A|SENG ALUMINIUM|OT1|OTHER|Q|LBR|1.0|0.0|01-50101|O|0|
S0036|OFF|A|SENDOK|OT1|OTHER|Q|LSN|1.0|0.0|01-50101|O|0|
S0036-B|OFF|A|SENDOK MAKAN|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0036-NP|OFF|A|SENDOK NASI PLASTIK|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0036-S|OFF|A|SENDOK SAYUR|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0036-S4|OFF|A|CYLINDER SOLO 410|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0036-SB|OFF|A|SENDOK SEMEN|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0036-SS|OFF|A|SENDOK SEMEN SEGI|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0037|OFF|A|SAPU IJUK|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0037-K|OFF|A|SAPU KARET|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0037-M|OFF|A|SAPU IJUK MASPION|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0037-P|OFF|A|SAPU IJOK PANJANG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0038|OFF|A|SAPU LIDI|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
S0038-10|OFF|A|SAMBUNGAN SELANG @ 10 BH|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
S0038-S|OFF|A|SAMBUNGAN SELANG 3/8|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
S0039|OFF|A|SPREI, SARUNG BANTAL,|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
S0039-S|OFF|A|SPREI|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0040|OFF|A|SOKET TEE|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
